NaN,12,4,4,1,1,1.849,0.376,6.218,1,3.71,3.861,2.357,0,0,0,0,0,-91.152,0,0
NaN,13,5,4,2,2,1.885,0.435,6.377,0,3.7,3.911,2.466,0,0,0,0,0,-91.126,0,0
NaN,13,4,4,1,1,1.856,0.496,6.265,1,3.8,3.899,2.366,0,0,0,0,0,-91.1,0,0
NaN,12,4,3,1,2,1.868,0.593,6.237,1,3.79,3.93,2.307,0,0,0,0,0,-91.074,0,0
NaN,13,4,4,1,1,1.856,0.6,6.214,1,3.705,3.92,2.294,0,0,0,0,0,-91.048,0,0
NaN,12,4,3,1,2,1.892,0.553,6.272,1,3.705,4.047,2.225,0,0,0,0,0,-91.022,0,0
NaN,14,4,4,2,1,1.848,0.55,6.371,1,3.69,4.1,2.271,0,0,0,0,0,-90.996,0,0
NaN,16,4,4,1,4,1.937,0.503,6.439,1,3.81,4.053,2.386,0,0,0,0,0,-90.97,0,0
NaN,14,4,4,1,4,2.005,0.593,6.566,1,3.69,4.093,2.473,0,0,0,0,0,-90.944,0,0
NaN,15,4,4,2,4,2.199,0.507,6.644,1,3.7,4.135,2.509,0,0,0,0,0,-90.918,0,0
NaN,16,4,4,1,3,2.246,0.537,6.445,0,3.7,4.032,2.413,0,0,0,0,0,-90.892,0,0
NaN,31,5,3,1,6,2.551,0.559,6.365,1,3.71,4.019,2.346,0,0,0,0,0,-90.866,0,0
NaN,40,4,4,2,7,3.493,0.915,6.51,1,3.79,4.161,2.349,0,0,0,0,0,-90.84,0,0
NaN,44,5,4,2,6,3.891,0.679,6.976,1,4,4.113,2.863,0,0,0,0,0,-90.814,0,0
NaN,41,4,5,2,6,3.95,0.604,7.831,1,4.1,4.133,3.698,0,0,0,0,0,-90.788,0,0
NaN,40,8,3,2,5,3.892,0.507,8.183,2,4.4,4.447,3.736,0,0,0,0,0,-90.762,0,0
NaN,46,8,4,2,6,4.013,0.5,7.938,1,4.5,4.523,3.415,0,0,0,0,0,-90.736,0,0
NaN,43,10,5,2,6,4.147,0.687,7.814,1,6.3,4.737,3.077,0,0,0,0,0,-90.71,0,0
NaN,40.2,10,3,3,6,4.327,0.42,8.381,1,8.2,5.3,3.081,0,0,0,0,0.2,-90.684,0,0
NaN,45.6,11,4,4,6,4.148,0.447,9.075,1,7.8,5.77,3.305,0,0,0,0,0.6,-90.658,0,0
NaN,42.9,11,4,4,8,4.006,0.497,9.388,0,6.5,5.99,3.398,0,0,0,0,0.9,-90.632,0.048,0
NaN,43.6,11,4,5,9,4.128,0.453,9.851,1,5.3,6.22,3.631,0,0,0,0,1.6,-90.606,0.051,0
NaN,43.3,12,4,4,10,4.533,0.543,9.986,1,5.61,6.393,3.593,0,0,0,0,2.3,-90.58,0.095,0.02
NaN,44.9,12,5,4,9,4.836,0.55,10.072,1,5.5,6.64,3.432,0,0,0,0,2.9,-90.554,0.1,0.029
NaN,40.5,11,4,4,10,4.654,0.634,10.504,2,4.89,7.08,3.424,0,0,0,0,2.5,-90.528,0.193,0.029
NaN,36.1,12,4,4,10,4.561,0.659,10.233,2,5,7.12,3.113,0,0,0,0,3.1,-90.502,0.2,0.037
NaN,37.5,12,4,4,10,4.678,0.791,10.209,2,4.81,6.94,3.269,0,0,0,0,2.5,-90.476,0.203,0.052
NaN,38.1,12,3,5,10,4.757,0.613,10.977,2,4.69,6.96,4.017,0,0,0,0,3.1,-90.45,0.339,0.084
NaN,38.1,13,4,5,10,4.87,0.563,10.689,1,4.7,6.641,4.048,0,0,0,0,3.1,-90.424,0.349,0.049
NaN,40.9,13,4,4,10,4.994,0.541,10.183,2,4.91,6.544,3.639,0,0,0,0,4.9,-90.398,0.397,0.075
NaN,41.7,13,3,5,10,5.068,0.643,10.756,2,6.59,6.995,3.761,0,0,0,0,5.7,-90.372,0.498,0.126
NaN,40.7,14,4,5,10,4.91,0.687,13.037,2,6.41,8.193,4.844,0,0,0,0,4.7,-90.346,0.545,0.15
NaN,38.2,13,4,4,10,4.696,0.625,13.78,2,6.2,8.773,5.007,0,0,0,0,5.2,-90.32,0.548,0.249
NaN,42.3,14,3,5,10,4.71,0.639,12.16,3,7.5,8.167,3.993,0,0,0,0,5.3,-90.294,0.69,0.3
NaN,43.8,13,4,5,9,4.589,0.603,11.363,1,6.59,7.713,3.65,0,0,0,0,5.8,-90.268,0.609,0.3
NaN,39,14,4,5,10,4.543,0.787,10.272,2,7.5,6.987,3.285,0,0,0,0,5,-90.242,0.597,0.3
NaN,35.1,13,3,4,9,4.59,0.52,9.394,2,6.8,6.377,3.017,0,0,0,0,4.1,-90.216,0.693,0.3
NaN,39.1,13,4,5,10,4.72,0.64,9.685,3,5.91,6.817,2.868,0,0,0,0,4.1,-90.19,0.7,0.3
NaN,40.4,13,3,5,9,4.703,0.463,9.754,3,6.29,7.093,2.661,0,0,0,0,4.4,-90.164,0.56,0.3
NaN,38.5,13,4,4,9,4.861,0.543,9.127,2,7.71,6.59,2.537,0,0,0,0,4.5,-90.138,0.55,0.25
NaN,37.1,13,3,4,10,4.851,0.737,8.929,2,5.79,6.35,2.579,0,0,1.05999999999995,0,4.1,-90.112,0.503,0.248
NaN,38.3,13,4,4,9,4.784,0.703,8.876,3,5.21,6.187,2.689,0,0,1.67999999999984,0,4.3,-90.086,0.409,0.301
NaN,39,13,4,4,9,4.793,0.56,9.457,2,6.89,6.537,2.92,0,0,1.68000000000029,0,4,-90.06,0.397,0.299
NaN,38.8,13,4,3,10,4.702,0.643,9.787,2,4.9,6.683,3.104,0,0,1.65999999999985,0,3.8,-90.034,0.493,0.267
NaN,36.9,12,4,3,9,4.613,0.659,8.714,2,4.21,5.94,2.774,0,0,1.67000000000007,0,2.9,-90.008,0.5,0.2
NaN,34.4,13,4,4,9,4.755,0.455,8.632,2,4.09,5.887,2.745,0,0,1.67000000000007,0,2.4,-89.982,0.407,0.2
NaN,34.8,12,3,4,8,4.721,0.496,9.132,1,4.2,6.193,2.939,0,0,0.869999999999891,0,1.8,-89.956,0.307,0.2
NaN,37.6,12,3,3,9,4.74,0.556,9.142,2,3.71,6.393,2.749,0,0,0,0,1.6,-89.93,0.3,0.158
NaN,38,12,4,4,8,5.972,0.541,9.648,0,3.59,6.995,2.653,0,0,0,0,1,-89.904,0.3,0.074
NaN,35.6,12,3,4,8,6.724,0.643,9.535,1,3.61,7.065,2.47,0,0,0,0,0.6,-89.878,0.207,0.104
NaN,33.5,11,4,4,9,6.646,0.51,9.094,1,4.19,6.705,2.389,0,0,0,0,0.5,-89.852,0.107,0
NaN,25.3,12,4,4,9,6.639,0.453,9.499,1,3.7,6.921,2.578,0,0,0,0,0.3,-89.826,0.101,0.074
NaN,23.3,12,4,4,8,6.633,0.543,9.641,1,3.91,6.993,2.648,0,0,0,0,0.3,-89.8,0.101,0.025
NaN,25.1,12,3,4,9,6.547,0.923,9.453,0,3.89,6.792,2.661,0,0,0,0,0.1,-89.774,0.007,0
NaN,22,10,3,5,8,6.28,0.53,9.165,1,3.81,6.379,2.786,0,0,0,0,0,-89.748,0,0
NaN,22,8,4,4,8,5.469,0.547,9.491,1,4,6.655,2.836,0,0,0,0,0,-89.722,0,0
NaN,21,8,4,4,9,4.621,0.503,9.931,1,4.09,7.027,2.904,0,0,0,0,0,-89.696,0,0
NaN,21,9,4,3,8,4.66,0.5,9.412,1,4.21,6.533,2.879,0,0,0,0,0,-89.67,0,0
NaN,22,8,4,4,8,4.55,0.547,8.936,1,6,6.187,2.749,0,0,0,0,0,-89.644,0,0
NaN,22,8,4,4,9,4.521,0.634,9.137,1,5.39,6.447,2.69,0,0,0,0,0,-89.618,0,0
NaN,21,8,4,3,8,5.022,0.509,8.932,1,5,6.201,2.731,0,0,0,0,0,-89.592,0,0
NaN,21,8,5,4,8,4.814,0.463,8.875,1,4.9,6.084,2.791,0,0,0,0,0,-89.566,0,0
NaN,21,8,4,5,9,4.842,0.497,8.952,2,5.91,6.275,2.677,0,0,0,0,0,-89.54,0,0
NaN,19,8,5,4,6,4.819,0.407,8.514,1,6.59,5.92,2.594,0,0,0,0,0,-89.514,0,0
NaN,17,7,4,3,6,4.839,0.447,7.953,1,6,5.647,2.306,0,0,0,0,0,-89.488,0,0
NaN,17,7,4,5,4,5.109,0.45,7.708,2,5.21,5.537,2.171,0,0,0,0,0,-89.462,0,0
NaN,14,6,5,3,4,4.905,0.403,7.693,1,5.09,5.397,2.296,0,0,0,0,0,-89.436,0,0
NaN,13,5,4,3,4,4.686,0.456,7.679,2,5.41,5.427,2.252,0,0,0,0,0,-89.41,0,0
NaN,13.1,4,4,3,3,4.657,0.497,7.742,1,7.2,5.447,2.295,0,0,0,0,0.1,-89.384,0,0
NaN,12,5,5,2,2,4.522,0.537,8.09,1,5,5.64,2.45,0,0,0,0,0,-89.358,0,0
NaN,13,4,4,1,1,4.031,0.465,8.059,2,4.69,5.52,2.539,0,0,0,0,0,-89.332,0,0
NaN,13,4,5,2,2,3.661,0.628,7.601,1,4.9,5.107,2.494,0,0,0,0,0,-89.306,0,0
NaN,13,4,5,1,1,3.57,0.509,7.234,2,4.71,4.813,2.421,0,0,0,0,0,-89.28,0,0
NaN,13,4,5,1,2,3.538,0.407,6.833,1,4.79,4.507,2.326,0,0,0,0,0,-89.254,0,0
NaN,12,4,5,1,1,3.483,0.587,6.849,1,5,4.493,2.356,0,0,0,0,0,-89.228,0,0
NaN,13,5,6,1,1,3.523,0.553,6.797,1,4.91,4.367,2.43,0,0,0,0,0,-89.202,0,0
NaN,13,4,5,1,2,3.505,0.457,6.413,1,4.8,4.147,2.266,0,0,0,0,0,-89.176,0,0
NaN,13,4,5,2,1,3.353,0.543,6.402,1,4.89,4.223,2.179,0,0,0,0,0,-89.15,0,0
NaN,12,4,5,1,2,2.566,0.643,6.388,1,5.2,4.203,2.185,0,0,0,0,0,-89.124,0,0
NaN,13,4,6,1,1,2.371,0.547,6.284,2,4.91,4.127,2.157,0,0,0,0,0,-89.098,0,0
NaN,13,4,5,1,2,2.255,0.503,6.141,1,4.79,4.053,2.088,0,0,0,0,0,-89.072,0,0
NaN,13,4,5,1,1,2.281,0.369,6.105,1,4.6,3.972,2.133,0,0,0,0,0,-89.046,0,0
NaN,13,4,6,2,1,2.306,0.491,6.101,1,4.4,3.968,2.133,0,0,0,0,0,-89.02,0,0
NaN,12,5,5,1,2,2.265,0.631,5.949,1,4,4.028,1.921,0,0,0,0,0,-88.994,0,0
NaN,13,4,6,1,1,2.269,0.621,5.798,1,3.91,3.939,1.859,0,0,0,0,0,-88.968,0,0
NaN,13,4,5,1,2,2.213,0.685,5.825,1,3.89,3.917,1.908,0,0,0,0,0,-88.942,0,0
NaN,13,4,5,1,1,2.027,0.513,5.968,0,3.61,4.05,1.918,0,0,0,0,0,-88.916,0,0
NaN,12,4,6,1,2,1.997,0.547,6.039,1,3.8,4.027,2.012,0,0,0,0,0,-88.89,0,0
NaN,13.1,4,5,2,1,1.984,0.503,6.193,1,3.89,3.907,2.286,0,0,0,0,0.1,-88.864,0,0
NaN,13,4,5,1,1,1.993,0.593,6.063,1,3.81,3.595,2.468,0,0,0,0,0,-88.838,0,0
NaN,13,4,5,1,2,1.953,0.413,5.743,0,3.89,3.491,2.252,0,0,0,0,0,-88.812,0,0
NaN,13,4,6,1,1,1.892,0.4,5.82,1,3.61,3.668,2.152,0,0,0,0,0,-88.786,0,0
NaN,12,4,5,1,2,1.877,0.363,5.751,1,3.8,3.625,2.126,0,0,0,0,0,-88.76,0,0
NaN,13,4,5,1,1,1.88,0.435,5.739,1,3.59,3.577,2.162,0,0,0,0,0,-88.734,0,0
NaN,13,5,6,2,2,1.881,0.44,5.881,1,3.7,3.653,2.228,0,0,0,0,0,-88.708,0,0
NaN,13,4,5,1,1,1.855,0.459,5.987,1,3.8,3.671,2.316,0,0,0,0,0,-88.682,0,0
NaN,12,4,6,1,1,1.912,0.357,6.092,1,3.7,3.832,2.26,0,0,0,0,0,-88.656,0,0
NaN,13,4,5,1,2,1.862,0.537,6.041,0,3.71,3.933,2.108,0,0,0,0,0,-88.63,0,0
NaN,13,4,5,1,1,1.927,0.503,6.022,1,3.7,3.922,2.1,0,0,0,0,0,-88.604,0,0
NaN,12,4,6,1,2,1.84,0.5,6.179,1,3.69,4.027,2.152,0,0,0,0,0,-88.578,0,0
NaN,13,5,5,2,1,1.916,0.631,6.116,1,3.81,4,2.116,0,0,0,0,0,-88.552,0,0
NaN,13,4,5,1,2,1.895,0.509,6.237,0,3.69,4.065,2.172,0,0,0,0,0,-88.526,0,0
NaN,14,4,6,1,1,1.886,0.5,6.513,1,3.7,4.219,2.294,0,0,0,0,0,-88.5,0,0
NaN,16,4,5,2,1,1.897,0.612,6.455,1,3.8,4.189,2.266,0,0,0,0,0,-88.474,0,0
NaN,16,4,5,1,2,2.004,0.508,6.404,1,3.7,4.12,2.284,0,0,0,0,0,-88.448,0,0
NaN,17,5,6,2,1,2.17,0.724,6.531,1,3.91,4.247,2.284,0,0,0,0,0,-88.422,0,0
NaN,19,4,5,1,2,2.279,0.647,6.453,1,3.89,4.207,2.246,0,0,0,0,0,-88.396,0,0
NaN,34,4,5,1,6,2.55,0.565,6.397,0,4,4.147,2.25,0,0,0,0,0,-88.37,0,0
NaN,42,5,6,2,6,3.505,0.877,6.539,1,4,4.247,2.292,0,0,0,0,0,-88.344,0,0
NaN,40.1,5,5,1,6,3.924,0.853,6.919,1,4.31,4.235,2.684,0,0,0,0,0.1,-88.318,0,0
NaN,42,4,5,3,6,4.014,0.701,7.642,1,4.19,4.244,3.398,0,0,0,0,0,-88.292,0,0
NaN,41,8,6,2,5,3.997,0.569,8.093,1,4.4,4.275,3.818,0,0,0,0,0,-88.266,0,0
NaN,42,8,5,2,6,4.107,0.597,7.729,2,5,4.433,3.296,0,0,0,0,0,-88.24,0,0
NaN,45,10,6,2,6,4.197,0.6,7.684,2,8.21,5.12,2.564,0,0,0,0,0,-88.214,0,0
NaN,44,9,5,4,6,4.491,0.507,8.388,1,8,5.74,2.648,0,0,0,0,0,-88.188,0,0
NaN,43,11,5,6,7,4.154,0.407,8.792,2,6.7,5.76,3.032,0,0,0,0,0,-88.162,0,0
NaN,47.3,12,5,6,9,4.014,0.493,9.264,2,6.19,5.74,3.524,0,0,0,0,0.3,-88.136,0,0
NaN,42.7,12,5,6,8,4.108,0.593,9.283,1,5.61,5.947,3.336,0,0,0,0,0.7,-88.11,0,0
